last_update,station,city,state,country,latitude,longitude,pollutant_id,min_value,max_value,avg_value
05-09-2026,"Chinna Bharatham Colony, Srikakulam - APPCB",Srikakulam,Andhra Pradesh,India,18.292191,83.897173,OZONE,19.0,94.0,45.0
05-09-2026,"Chinna Bharatham Colony, Srikakulam - APPCB",Srikakulam,Andhra Pradesh,India,18.292191,83.897173,PM10,49.0,95.0,65.0
05-09-2026,"Chinna Bharatham Colony, Srikakulam - APPCB",Srikakulam,Andhra Pradesh,India,18.292191,83.897173,PM2.5,31.0,164.0,54.0
05-09-2026,"Chinna Bharatham Colony, Srikakulam - APPCB",Srikakulam,Andhra Pradesh,India,18.292191,83.897173,SO2,14.0,19.0,16.0
05-09-2026,"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,India,26.2271665,84.3570427,CO,67.0,87.0,77.0
05-09-2026,"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,India,26.2271665,84.3570427,NH3,1.0,1.0,1.0
05-09-2026,"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,India,26.2271665,84.3570427,NO2,2.0,3.0,2.0
05-09-2026,"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,India,26.2271665,84.3570427,OZONE,7.0,9.0,8.0
05-09-2026,"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,India,26.2271665,84.3570427,PM10,,,
05-09-2026,"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,India,26.2271665,84.3570427,PM2.5,,,
05-09-2026,"Chitragupta Nagar, Siwan - BSPCB",Siwan,Bihar,India,26.2271665,84.3570427,SO2,,,
05-09-2026,"Christianpatty, Nagaon - PCBA",Nagaon,Assam,India,26.349082,92.68449,CO,11.0,28.0,23.0
05-09-2026,"Christianpatty, Nagaon - PCBA",Nagaon,Assam,India,26.349082,92.68449,NH3,4.0,5.0,5.0
05-09-2026,"Christianpatty, Nagaon - PCBA",Nagaon,Assam,India,26.349082,92.68449,NO2,1.0,1.0,1.0
05-09-2026,"Christianpatty, Nagaon - PCBA",Nagaon,Assam,India,26.349082,92.68449,OZONE,8.0,14.0,12.0
05-09-2026,"Christianpatty, Nagaon - PCBA",Nagaon,Assam,India,26.349082,92.68449,PM10,48.0,67.0,57.0
05-09-2026,"Christianpatty, Nagaon - PCBA",Nagaon,Assam,India,26.349082,92.68449,PM2.5,54.0,73.0,63.0
05-09-2026,"Christianpatty, Nagaon - PCBA",Nagaon,Assam,India,26.349082,92.68449,SO2,2.0,16.0,12.0
05-09-2026,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.203442,78.193251,CO,20.0,53.0,39.0
05-09-2026,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.203442,78.193251,NH3,1.0,3.0,2.0
05-09-2026,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.203442,78.193251,NO2,45.0,66.0,53.0
05-09-2026,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.203442,78.193251,OZONE,29.0,62.0,54.0
05-09-2026,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.203442,78.193251,PM10,25.0,41.0,30.0
05-09-2026,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.203442,78.193251,PM2.5,18.0,36.0,29.0
05-09-2026,"City Center, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.203442,78.193251,SO2,10.0,44.0,28.0
05-09-2026,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,India,12.9756843,77.5660749,CO,55.0,56.0,55.0
05-09-2026,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,India,12.9756843,77.5660749,NH3,,,
05-09-2026,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,India,12.9756843,77.5660749,NO2,27.0,37.0,31.0
05-09-2026,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,India,12.9756843,77.5660749,OZONE,,,
05-09-2026,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,India,12.9756843,77.5660749,PM10,85.0,101.0,100.0
05-09-2026,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,India,12.9756843,77.5660749,PM2.5,,,
05-09-2026,"City Railway Station, Bengaluru - KSPCB",Bengaluru,Karnataka,India,12.9756843,77.5660749,SO2,12.0,13.0,12.0
05-09-2026,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,India,21.185571,81.343175,CO,20.0,28.0,23.0
05-09-2026,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,India,21.185571,81.343175,NH3,1.0,2.0,1.0
05-09-2026,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,India,21.185571,81.343175,NO2,15.0,16.0,16.0
05-09-2026,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,India,21.185571,81.343175,OZONE,11.0,12.0,11.0
05-09-2026,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,India,21.185571,81.343175,PM10,7.0,33.0,14.0
05-09-2026,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,India,21.185571,81.343175,PM2.5,2.0,21.0,9.0
05-09-2026,"Civic Center, Bhilai - Bhilai Steel Plant",Bhilai,Chhattisgarh,India,21.185571,81.343175,SO2,6.0,14.0,10.0
05-09-2026,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,India,31.321907,75.578914,CO,26.0,85.0,56.0
05-09-2026,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,India,31.321907,75.578914,NH3,4.0,4.0,4.0
05-09-2026,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,India,31.321907,75.578914,NO2,41.0,45.0,43.0
05-09-2026,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,India,31.321907,75.578914,OZONE,19.0,46.0,35.0
05-09-2026,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,India,31.321907,75.578914,PM10,33.0,95.0,55.0
05-09-2026,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,India,31.321907,75.578914,PM2.5,37.0,115.0,62.0
05-09-2026,"Civil Line, Jalandhar - PPCB",Jalandhar,Punjab,India,31.321907,75.578914,SO2,9.0,10.0,9.0
05-09-2026,"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,India,26.470859,74.646594,CO,37.0,57.0,46.0
05-09-2026,"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,India,26.470859,74.646594,NH3,5.0,7.0,6.0
05-09-2026,"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,India,26.470859,74.646594,NO2,16.0,19.0,17.0
05-09-2026,"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,India,26.470859,74.646594,OZONE,11.0,12.0,12.0
05-09-2026,"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,India,26.470859,74.646594,PM10,38.0,90.0,59.0
05-09-2026,"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,India,26.470859,74.646594,PM2.5,47.0,64.0,55.0
05-09-2026,"Civil Lines,  Ajmer - RSPCB",Ajmer,Rajasthan,India,26.470859,74.646594,SO2,3.0,14.0,9.0
05-09-2026,"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,India,28.359581,79.414455,CO,29.0,33.0,30.0
05-09-2026,"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,India,28.359581,79.414455,NH3,0.0,0.0,0.0
05-09-2026,"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,India,28.359581,79.414455,NO2,8.0,9.0,8.0
05-09-2026,"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,India,28.359581,79.414455,OZONE,1.0,2.0,1.0
05-09-2026,"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,India,28.359581,79.414455,PM10,20.0,34.0,28.0
05-09-2026,"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,India,28.359581,79.414455,PM2.5,27.0,42.0,32.0
05-09-2026,"Civil Lines, Bareilly - UPPCB",Bareilly,Uttar Pradesh,India,28.359581,79.414455,SO2,22.0,51.0,33.0
05-09-2026,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,India,23.838586,78.759431,CO,9.0,23.0,18.0
05-09-2026,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,India,23.838586,78.759431,NH3,,,
05-09-2026,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,India,23.838586,78.759431,NO2,,,
05-09-2026,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,India,23.838586,78.759431,OZONE,21.0,34.0,27.0
05-09-2026,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,India,23.838586,78.759431,PM10,,,
05-09-2026,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,India,23.838586,78.759431,PM2.5,,,
05-09-2026,"Civil Lines, Sagar - MPPCB",Sagar,Madhya Pradesh,India,23.838586,78.759431,SO2,,,
05-09-2026,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,India,16.7602,77.1428,CO,3.0,14.0,9.0
05-09-2026,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,India,16.7602,77.1428,NH3,1.0,1.0,1.0
05-09-2026,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,India,16.7602,77.1428,NO2,0.0,2.0,2.0
05-09-2026,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,India,16.7602,77.1428,OZONE,19.0,20.0,20.0
05-09-2026,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,India,16.7602,77.1428,PM10,30.0,47.0,37.0
05-09-2026,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,India,16.7602,77.1428,PM2.5,3.0,21.0,10.0
05-09-2026,"Collector Office, Yadgir - KSPCB",Yadgir,Karnataka,India,16.7602,77.1428,SO2,11.0,28.0,16.0
05-09-2026,"Collectorate, Gaya - BSPCB",Gaya,Bihar,India,24.7955,84.9994,CO,11.0,12.0,12.0
05-09-2026,"Collectorate, Gaya - BSPCB",Gaya,Bihar,India,24.7955,84.9994,NH3,,,
05-09-2026,"Collectorate, Gaya - BSPCB",Gaya,Bihar,India,24.7955,84.9994,NO2,,,
05-09-2026,"Collectorate, Gaya - BSPCB",Gaya,Bihar,India,24.7955,84.9994,OZONE,27.0,28.0,28.0
05-09-2026,"Collectorate, Gaya - BSPCB",Gaya,Bihar,India,24.7955,84.9994,PM10,,,
05-09-2026,"Collectorate, Gaya - BSPCB",Gaya,Bihar,India,24.7955,84.9994,PM2.5,,,
05-09-2026,"Collectorate, Gaya - BSPCB",Gaya,Bihar,India,24.7955,84.9994,SO2,,,
05-09-2026,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,India,26.268249,73.0193853,CO,71.0,112.0,99.0
05-09-2026,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,India,26.268249,73.0193853,NH3,1.0,9.0,4.0
05-09-2026,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,India,26.268249,73.0193853,NO2,15.0,21.0,19.0
05-09-2026,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,India,26.268249,73.0193853,OZONE,13.0,15.0,14.0
05-09-2026,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,India,26.268249,73.0193853,PM10,23.0,89.0,53.0
05-09-2026,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,India,26.268249,73.0193853,PM2.5,20.0,57.0,37.0
05-09-2026,"Collectorate, Jodhpur - RSPCB",Jodhpur,Rajasthan,India,26.268249,73.0193853,SO2,1.0,15.0,7.0
05-09-2026,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,India,28.615828,77.271992,CO,63.0,89.0,76.0
05-09-2026,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,India,28.615828,77.271992,NH3,0.0,2.0,1.0
05-09-2026,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,India,28.615828,77.271992,NO2,16.0,44.0,26.0
05-09-2026,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,India,28.615828,77.271992,OZONE,7.0,18.0,13.0
05-09-2026,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,India,28.615828,77.271992,PM10,28.0,63.0,50.0
05-09-2026,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,India,28.615828,77.271992,PM2.5,32.0,65.0,49.0
05-09-2026,"Commonwealth Sports Complex, Delhi - DPCC",Delhi,Delhi,India,28.615828,77.271992,SO2,2.0,3.0,3.0
05-09-2026,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,India,10.5324,76.2159,CO,20.0,27.0,23.0
05-09-2026,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,India,10.5324,76.2159,NH3,0.0,0.0,0.0
05-09-2026,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,India,10.5324,76.2159,NO2,7.0,11.0,9.0
05-09-2026,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,India,10.5324,76.2159,OZONE,32.0,32.0,32.0
05-09-2026,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,India,10.5324,76.2159,PM10,43.0,79.0,50.0
05-09-2026,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,India,10.5324,76.2159,PM2.5,44.0,72.0,51.0
05-09-2026,"Corporation Ground, Thrissur - Kerala PCB",Thrissur,Kerala,India,10.5324,76.2159,SO2,0.0,1.0,0.0
05-09-2026,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,India,25.204762,85.51496,CO,1.0,75.0,63.0
05-09-2026,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,India,25.204762,85.51496,NH3,3.0,4.0,3.0
05-09-2026,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,India,25.204762,85.51496,NO2,,,
05-09-2026,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,India,25.204762,85.51496,OZONE,2.0,2.0,2.0
05-09-2026,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,India,25.204762,85.51496,PM10,6.0,37.0,17.0
05-09-2026,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,India,25.204762,85.51496,PM2.5,7.0,48.0,22.0
05-09-2026,"D M Colony, Bihar Sharif - BSPCB",Bihar Sharif,Bihar,India,25.204762,85.51496,SO2,1.0,86.0,33.0
05-09-2026,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,India,25.251013,86.989001,CO,27.0,30.0,28.0
05-09-2026,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,India,25.251013,86.989001,NH3,4.0,4.0,4.0
05-09-2026,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,India,25.251013,86.989001,NO2,20.0,23.0,21.0
05-09-2026,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,India,25.251013,86.989001,OZONE,18.0,19.0,19.0
05-09-2026,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,India,25.251013,86.989001,PM10,24.0,500.0,169.0
05-09-2026,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,India,25.251013,86.989001,PM2.5,10.0,500.0,159.0
05-09-2026,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",Bhagalpur,Bihar,India,25.251013,86.989001,SO2,16.0,27.0,22.0
05-09-2026,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,India,25.859655,85.77944,CO,4.0,21.0,13.0
05-09-2026,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,India,25.859655,85.77944,NH3,1.0,1.0,1.0
05-09-2026,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,India,25.859655,85.77944,NO2,8.0,9.0,8.0
05-09-2026,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,India,25.859655,85.77944,OZONE,6.0,8.0,6.0
05-09-2026,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,India,25.859655,85.77944,PM10,13.0,78.0,37.0
05-09-2026,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,India,25.859655,85.77944,PM2.5,17.0,97.0,46.0
05-09-2026,"DM Office_Kasipur, Samastipur - BSPCB",Samastipur,Bihar,India,25.859655,85.77944,SO2,11.0,16.0,12.0
05-09-2026,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,India,25.586562,85.043586,CO,36.0,61.0,46.0
05-09-2026,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,India,25.586562,85.043586,NH3,9.0,9.0,9.0
05-09-2026,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,India,25.586562,85.043586,NO2,20.0,25.0,23.0
05-09-2026,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,India,25.586562,85.043586,OZONE,16.0,326.0,84.0
05-09-2026,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,India,25.586562,85.043586,PM10,34.0,59.0,45.0
05-09-2026,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,India,25.586562,85.043586,PM2.5,21.0,35.0,27.0
05-09-2026,"DRM Office Danapur, Patna - BSPCB",Patna,Bihar,India,25.586562,85.043586,SO2,5.0,7.0,6.0
05-09-2026,"DTU, Delhi - CPCB",Delhi,Delhi,India,28.7500499,77.1112615,CO,8.0,13.0,10.0
05-09-2026,"DTU, Delhi - CPCB",Delhi,Delhi,India,28.7500499,77.1112615,NH3,5.0,5.0,5.0
05-09-2026,"DTU, Delhi - CPCB",Delhi,Delhi,India,28.7500499,77.1112615,NO2,20.0,23.0,21.0
05-09-2026,"DTU, Delhi - CPCB",Delhi,Delhi,India,28.7500499,77.1112615,OZONE,16.0,22.0,19.0
05-09-2026,"DTU, Delhi - CPCB",Delhi,Delhi,India,28.7500499,77.1112615,PM10,23.0,43.0,33.0
05-09-2026,"DTU, Delhi - CPCB",Delhi,Delhi,India,28.7500499,77.1112615,PM2.5,17.0,55.0,34.0
05-09-2026,"DTU, Delhi - CPCB",Delhi,Delhi,India,28.7500499,77.1112615,SO2,29.0,31.0,30.0
05-09-2026,"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,India,21.847279,85.416905,CO,4.0,11.0,5.0
05-09-2026,"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,India,21.847279,85.416905,NH3,6.0,10.0,9.0
05-09-2026,"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,India,21.847279,85.416905,NO2,6.0,8.0,7.0
05-09-2026,"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,India,21.847279,85.416905,OZONE,13.0,19.0,15.0
05-09-2026,"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,India,21.847279,85.416905,PM10,33.0,55.0,43.0
05-09-2026,"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,India,21.847279,85.416905,PM2.5,26.0,55.0,40.0
05-09-2026,"Dabuna, Nayagarh - OSPCB",Nayagarh,Odisha,India,21.847279,85.416905,SO2,18.0,20.0,19.0
05-09-2026,"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,India,24.952822,84.002396,CO,10.0,14.0,12.0
05-09-2026,"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,India,24.952822,84.002396,NH3,2.0,4.0,3.0
05-09-2026,"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,India,24.952822,84.002396,NO2,2.0,5.0,2.0
05-09-2026,"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,India,24.952822,84.002396,OZONE,,,
05-09-2026,"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,India,24.952822,84.002396,PM10,1.0,91.0,31.0
05-09-2026,"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,India,24.952822,84.002396,PM2.5,2.0,113.0,40.0
05-09-2026,"Dada Peer, Sasaram - BSPCB",Sasaram,Bihar,India,24.952822,84.002396,SO2,3.0,5.0,4.0
05-09-2026,"Dadupura, Fatehpur Sikri - UPPCB",Fatehpur Sikri,Uttar Pradesh,India,27.097694,77.671335,CO,18.0,21.0,19.0
05-09-2026,"Dadupura, Fatehpur Sikri - UPPCB",Fatehpur Sikri,Uttar Pradesh,India,27.097694,77.671335,NH3,2.0,2.0,2.0
05-09-2026,"Dadupura, Fatehpur Sikri - UPPCB",Fatehpur Sikri,Uttar Pradesh,India,27.097694,77.671335,NO2,7.0,8.0,7.0
05-09-2026,"Dadupura, Fatehpur Sikri - UPPCB",Fatehpur Sikri,Uttar Pradesh,India,27.097694,77.671335,OZONE,14.0,31.0,23.0
05-09-2026,"Dadupura, Fatehpur Sikri - UPPCB",Fatehpur Sikri,Uttar Pradesh,India,27.097694,77.671335,PM10,,,
05-09-2026,"Dadupura, Fatehpur Sikri - UPPCB",Fatehpur Sikri,Uttar Pradesh,India,27.097694,77.671335,PM2.5,,,
05-09-2026,"Dadupura, Fatehpur Sikri - UPPCB",Fatehpur Sikri,Uttar Pradesh,India,27.097694,77.671335,SO2,10.0,11.0,10.0
05-09-2026,"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,India,25.0328,85.41948,CO,30.0,48.0,42.0
05-09-2026,"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,India,25.0328,85.41948,NH3,3.0,3.0,3.0
05-09-2026,"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,India,25.0328,85.41948,NO2,12.0,15.0,14.0
05-09-2026,"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,India,25.0328,85.41948,OZONE,3.0,43.0,20.0
05-09-2026,"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,India,25.0328,85.41948,PM10,,,
05-09-2026,"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,India,25.0328,85.41948,PM2.5,,,
05-09-2026,"Dangi Tola, Rajgir - BSPCB",Rajgir,Bihar,India,25.0328,85.41948,SO2,2.0,3.0,3.0
05-09-2026,"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,India,25.7808257,84.7446768,CO,98.0,104.0,102.0
05-09-2026,"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,India,25.7808257,84.7446768,NH3,0.0,1.0,0.0
05-09-2026,"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,India,25.7808257,84.7446768,NO2,0.0,1.0,1.0
05-09-2026,"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,India,25.7808257,84.7446768,OZONE,1.0,3.0,2.0
05-09-2026,"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,India,25.7808257,84.7446768,PM10,109.0,115.0,112.0
05-09-2026,"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,India,25.7808257,84.7446768,PM2.5,88.0,96.0,92.0
05-09-2026,"Darshan Nagar, Chhapra - BSPCB",Chhapra,Bihar,India,25.7808257,84.7446768,SO2,26.0,30.0,28.0
05-09-2026,"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,India,22.6025571,88.3105664,CO,52.0,181.0,105.0
05-09-2026,"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,India,22.6025571,88.3105664,NH3,1.0,8.0,3.0
05-09-2026,"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,India,22.6025571,88.3105664,NO2,4.0,22.0,9.0
05-09-2026,"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,India,22.6025571,88.3105664,OZONE,0.0,44.0,24.0
05-09-2026,"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,India,22.6025571,88.3105664,PM10,49.0,126.0,89.0
05-09-2026,"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,India,22.6025571,88.3105664,PM2.5,29.0,228.0,91.0
05-09-2026,"Dasnagar, Howrah - WBPCB",Howrah,West Bengal,India,22.6025571,88.3105664,SO2,3.0,4.0,3.0
05-09-2026,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.259242,78.216432,CO,50.0,59.0,54.0
05-09-2026,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.259242,78.216432,NH3,1.0,5.0,4.0
05-09-2026,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.259242,78.216432,NO2,56.0,85.0,71.0
05-09-2026,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.259242,78.216432,OZONE,28.0,45.0,35.0
05-09-2026,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.259242,78.216432,PM10,12.0,52.0,25.0
05-09-2026,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.259242,78.216432,PM2.5,5.0,24.0,12.0
05-09-2026,"Deen Dayal Nagar, Gwalior - MPPCB",Gwalior,Madhya Pradesh,India,26.259242,78.216432,SO2,8.0,12.0,9.0
05-09-2026,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,India,19.04946,72.923,CO,31.0,41.0,36.0
05-09-2026,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,India,19.04946,72.923,NH3,6.0,8.0,7.0
05-09-2026,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,India,19.04946,72.923,NO2,2.0,13.0,8.0
05-09-2026,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,India,19.04946,72.923,OZONE,1.0,13.0,6.0
05-09-2026,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,India,19.04946,72.923,PM10,25.0,59.0,42.0
05-09-2026,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,India,19.04946,72.923,PM2.5,7.0,42.0,18.0
05-09-2026,"Deonar, Mumbai - IITM",Mumbai,Maharashtra,India,19.04946,72.923,SO2,3.0,4.0,3.0
05-09-2026,"Deopur, Dhule - MPCB",Dhule,Maharashtra,India,20.918946,74.776388,CO,2.0,7.0,4.0
05-09-2026,"Deopur, Dhule - MPCB",Dhule,Maharashtra,India,20.918946,74.776388,NH3,,,
05-09-2026,"Deopur, Dhule - MPCB",Dhule,Maharashtra,India,20.918946,74.776388,NO2,4.0,13.0,8.0
05-09-2026,"Deopur, Dhule - MPCB",Dhule,Maharashtra,India,20.918946,74.776388,OZONE,10.0,11.0,11.0
05-09-2026,"Deopur, Dhule - MPCB",Dhule,Maharashtra,India,20.918946,74.776388,PM10,13.0,31.0,20.0
05-09-2026,"Deopur, Dhule - MPCB",Dhule,Maharashtra,India,20.918946,74.776388,PM2.5,,,
05-09-2026,"Deopur, Dhule - MPCB",Dhule,Maharashtra,India,20.918946,74.776388,SO2,,,
05-09-2026,"Dhankawadi, Pune - IITM",Pune,Maharashtra,India,18.459883,73.852193,CO,26.0,80.0,42.0
05-09-2026,"Dhankawadi, Pune - IITM",Pune,Maharashtra,India,18.459883,73.852193,NH3,,,
05-09-2026,"Dhankawadi, Pune - IITM",Pune,Maharashtra,India,18.459883,73.852193,NO2,10.0,15.0,12.0
05-09-2026,"Dhankawadi, Pune - IITM",Pune,Maharashtra,India,18.459883,73.852193,OZONE,4.0,10.0,7.0
05-09-2026,"Dhankawadi, Pune - IITM",Pune,Maharashtra,India,18.459883,73.852193,PM10,,,
