country,state,city,station,last_update,latitude,longitude,pollutant_id,min_value,max_value,avg_value,collection_time
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",08-09-2026 11:00:00,28.656756,77.227234,PM2.5,50.0,199.0,84.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",08-09-2026 11:00:00,28.656756,77.227234,PM10,70.0,229.0,126.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",08-09-2026 11:00:00,28.656756,77.227234,NO2,7.0,27.0,13.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",08-09-2026 11:00:00,28.656756,77.227234,NH3,4.0,7.0,5.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Chandni Chowk, Delhi - IITM",08-09-2026 11:00:00,28.656756,77.227234,OZONE,3.0,5.0,4.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Pusa, Delhi - IITM",08-09-2026 11:00:00,28.63611,77.173332,PM10,55.0,139.0,90.0,2026-09-08 06:12:14
India,Delhi,Delhi,"DTU, Delhi - CPCB",08-09-2026 11:00:00,28.7500499,77.1112615,NO2,23.0,30.0,29.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",08-09-2026 11:00:00,28.5710274,77.0719006,NH3,3.0,5.0,4.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",08-09-2026 11:00:00,28.5710274,77.0719006,OZONE,10.0,19.0,15.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",08-09-2026 11:00:00,28.498571,77.26484,PM2.5,10.0,160.0,65.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",08-09-2026 11:00:00,28.498571,77.26484,NO2,13.0,62.0,30.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",08-09-2026 11:00:00,28.498571,77.26484,NH3,4.0,7.0,5.0,2026-09-08 06:12:14
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",08-09-2026 11:00:00,28.5627763,77.1180053,NO2,59.0,162.0,110.0,2026-09-08 06:12:14
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",08-09-2026 11:00:00,28.5627763,77.1180053,NH3,,,,2026-09-08 06:12:14
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",08-09-2026 11:00:00,28.5627763,77.1180053,SO2,,,,2026-09-08 06:12:14
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IITM",08-09-2026 11:00:00,28.5627763,77.1180053,CO,44.0,102.0,58.0,2026-09-08 06:12:14
India,Delhi,Delhi,"IGNOU_Maidan Garhi, Delhi - DPCC",08-09-2026 11:00:00,28.493624,77.201159,CO,53.0,57.0,54.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",08-09-2026 11:00:00,28.615828,77.271992,PM2.5,44.0,167.0,82.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Commonwealth Sports Complex, Delhi - DPCC",08-09-2026 11:00:00,28.615828,77.271992,CO,43.0,70.0,52.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",08-09-2026 11:00:00,23.002657,72.591912,PM10,52.0,129.0,89.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",08-09-2026 11:00:00,23.002657,72.591912,NH3,,,,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"Maninagar, Ahmedabad - GPCB",08-09-2026 11:00:00,23.002657,72.591912,CO,55.0,92.0,75.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",08-09-2026 11:00:00,23.107969,72.574648,PM2.5,35.0,93.0,70.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",08-09-2026 11:00:00,23.107969,72.574648,NH3,4.0,5.0,4.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",08-09-2026 11:00:00,23.041137,72.456691,PM10,28.0,103.0,65.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",08-09-2026 11:00:00,23.023389,72.515201,PM10,58.0,110.0,77.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"Gyaspur, Ahmedabad - IITM",08-09-2026 11:00:00,22.977134,72.553024,CO,18.0,23.0,20.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",08-09-2026 11:00:00,23.020509,72.579261,SO2,8.0,54.0,19.0,2026-09-08 06:12:14
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",08-09-2026 11:00:00,21.613267,73.010555,NH3,6.0,7.0,7.0,2026-09-08 06:12:14
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",08-09-2026 11:00:00,21.755417,72.139056,PM10,52.0,77.0,65.0,2026-09-08 06:12:14
India,Gujarat,Bhavnagar,"Vidhyanagar, Bhavnagar - Nexteng Enviro",08-09-2026 11:00:00,21.755417,72.139056,OZONE,12.0,21.0,16.0,2026-09-08 06:12:14
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",08-09-2026 11:00:00,23.243639,72.68994,NO2,7.0,28.0,15.0,2026-09-08 06:12:14
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",08-09-2026 11:00:00,23.243639,72.68994,CO,8.0,22.0,11.0,2026-09-08 06:12:14
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",08-09-2026 11:00:00,23.163798,72.677768,PM10,78.0,117.0,94.0,2026-09-08 06:12:14
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",08-09-2026 11:00:00,23.80569,86.44268,OZONE,14.0,48.0,21.0,2026-09-08 06:12:14
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",08-09-2026 11:00:00,23.707909,86.41467,NO2,8.0,8.0,8.0,2026-09-08 06:12:14
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",08-09-2026 11:00:00,23.707909,86.41467,NH3,3.0,3.0,3.0,2026-09-08 06:12:14
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",08-09-2026 11:00:00,23.707909,86.41467,OZONE,2.0,29.0,12.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",08-09-2026 11:00:00,12.7816279,77.6299145,NH3,,,,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",08-09-2026 11:00:00,12.920984,77.584908,PM2.5,29.0,67.0,43.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",08-09-2026 11:00:00,12.920984,77.584908,SO2,1.0,14.0,7.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",08-09-2026 11:00:00,12.920984,77.584908,CO,4.0,16.0,8.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Hombegowda Nagar, Bengaluru - KSPCB",08-09-2026 11:00:00,12.938539,77.5901,PM10,37.0,77.0,55.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",08-09-2026 11:00:00,13.0246342,77.5080115,PM10,,,,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Shivapura_Peenya, Bengaluru - KSPCB",08-09-2026 11:00:00,13.0246342,77.5080115,NH3,3.0,3.0,3.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-09-2026 11:00:00,13.029152,77.585901,PM2.5,21.0,77.0,32.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Hebbal, Bengaluru - KSPCB",08-09-2026 11:00:00,13.029152,77.585901,PM10,32.0,110.0,48.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Silk Board, Bengaluru - KSPCB",08-09-2026 11:00:00,12.917348,77.622813,OZONE,9.0,16.0,13.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",08-09-2026 11:00:00,12.951913,77.539784,PM10,39.0,102.0,58.0,2026-09-08 06:12:14
India,Karnataka,Bengaluru,"Bapuji Nagar, Bengaluru - KSPCB",08-09-2026 11:00:00,12.951913,77.539784,NO2,19.0,25.0,21.0,2026-09-08 06:12:14
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",08-09-2026 11:00:00,30.379589,76.778328,NO2,6.0,8.0,7.0,2026-09-08 06:12:14
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",08-09-2026 11:00:00,30.379589,76.778328,SO2,49.0,97.0,76.0,2026-09-08 06:12:14
India,Haryana,Bahadurgarh,"Arya Nagar, Bahadurgarh - HSPCB",08-09-2026 11:00:00,28.6701,76.9254,SO2,6.0,7.0,7.0,2026-09-08 06:12:14
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",08-09-2026 11:00:00,28.593883,76.270653,PM2.5,41.0,82.0,63.0,2026-09-08 06:12:14
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",08-09-2026 11:00:00,28.593883,76.270653,NO2,9.0,23.0,15.0,2026-09-08 06:12:14
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",08-09-2026 11:00:00,28.593883,76.270653,NH3,5.0,8.0,6.0,2026-09-08 06:12:14
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",08-09-2026 11:00:00,28.2068,76.7997,SO2,8.0,18.0,12.0,2026-09-08 06:12:14
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",08-09-2026 11:00:00,28.39072,77.30059,PM10,,,,2026-09-08 06:12:14
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-09-2026 11:00:00,28.4417,77.3217,PM10,50.0,80.0,64.0,2026-09-08 06:12:14
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-09-2026 11:00:00,28.4417,77.3217,SO2,2.0,2.0,2.0,2026-09-08 06:12:14
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",08-09-2026 11:00:00,28.4417,77.3217,CO,24.0,27.0,25.0,2026-09-08 06:12:14
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",08-09-2026 11:00:00,29.503664,75.467934,NO2,18.0,20.0,19.0,2026-09-08 06:12:14
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",08-09-2026 11:00:00,28.4275,77.1465,NO2,26.0,54.0,39.0,2026-09-08 06:12:14
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",08-09-2026 11:00:00,28.4275,77.1465,NH3,8.0,15.0,11.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",08-09-2026 11:00:00,28.4706914,77.1099364,PM10,19.0,112.0,74.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Aya Nagar, Delhi - IITM",08-09-2026 11:00:00,28.4706914,77.1099364,SO2,,,,2026-09-08 06:12:14
India,Delhi,Delhi,"CRRI Mathura Road, Delhi - IITM",08-09-2026 11:00:00,28.5512005,77.2735737,PM2.5,39.0,208.0,76.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Burari Crossing, Delhi - IITM",08-09-2026 11:00:00,28.7256504,77.2011573,PM10,67.0,172.0,107.0,2026-09-08 06:12:14
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",08-09-2026 11:00:00,28.5918245,77.2273074,PM2.5,2.0,130.0,63.0,2026-09-08 06:12:14
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",08-09-2026 11:00:00,28.5918245,77.2273074,NO2,8.0,44.0,20.0,2026-09-08 06:12:14
India,Delhi,Delhi,"IMD Lodhi Road, Delhi - IITM",08-09-2026 11:00:00,28.5918245,77.2273074,CO,14.0,18.0,16.0,2026-09-08 06:12:14
India,Delhi,Delhi,"JNU, Delhi - DPCC",08-09-2026 11:00:00,28.540721,77.168544,NH3,,,,2026-09-08 06:12:14
India,Delhi,Delhi,"JNU, Delhi - DPCC",08-09-2026 11:00:00,28.540721,77.168544,SO2,2.0,5.0,4.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Alipur, Delhi - DPCC",08-09-2026 11:00:00,28.815329,77.15301,PM10,,,,2026-09-08 06:12:14
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",08-09-2026 11:00:00,28.6573814,77.1585447,PM10,63.0,171.0,113.0,2026-09-08 06:12:14
India,Delhi,Delhi,"North Campus, DU, Delhi - IITM",08-09-2026 11:00:00,28.6573814,77.1585447,CO,48.0,69.0,57.0,2026-09-08 06:12:14
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",08-09-2026 11:00:00,23.076793,72.627874,SO2,6.0,75.0,24.0,2026-09-08 06:12:14
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",08-09-2026 11:00:00,23.163798,72.677768,NH3,3.0,5.0,4.0,2026-09-08 06:12:14
India,Gujarat,Gandhinagar,"GIFT City, Gandhinagar - IITM",08-09-2026 11:00:00,23.163798,72.677768,OZONE,6.0,7.0,6.0,2026-09-08 06:12:14
India,Gujarat,Mehsana,"Sadanand Nagar, Mehsana - Nexteng Enviro",08-09-2026 11:00:00,23.59315,72.372792,PM10,42.0,124.0,67.0,2026-09-08 06:12:14
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",08-09-2026 11:00:00,22.410802,73.097923,NO2,7.0,23.0,16.0,2026-09-08 06:12:14
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",08-09-2026 11:00:00,22.410802,73.097923,SO2,3.0,8.0,3.0,2026-09-08 06:12:14
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",08-09-2026 11:00:00,22.248853,70.776774,NO2,5.0,10.0,6.0,2026-09-08 06:12:14
India,Gujarat,Rajkot,"Mavdi, Rajkot - Nexteng Enviro ",08-09-2026 11:00:00,22.248853,70.776774,OZONE,3.0,9.0,5.0,2026-09-08 06:12:14
India,Gujarat,Surat,"Science Center, Surat - SMC",08-09-2026 11:00:00,21.170046,72.795405,NH3,,,,2026-09-08 06:12:14
India,Gujarat,Surat,"Science Center, Surat - SMC",08-09-2026 11:00:00,21.170046,72.795405,SO2,15.0,17.0,16.0,2026-09-08 06:12:14
India,Gujarat,Surat,"Science Center, Surat - SMC",08-09-2026 11:00:00,21.170046,72.795405,CO,35.0,40.0,37.0,2026-09-08 06:12:14
India,Gujarat,Surat,"Katargam, Surat - Nexteng Enviro",08-09-2026 11:00:00,21.217779,72.834787,SO2,9.0,11.0,10.0,2026-09-08 06:12:14
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",08-09-2026 11:00:00,20.362421,72.918013,NH3,,,,2026-09-08 06:12:14
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",08-09-2026 11:00:00,30.7057778,76.8531805555555,PM10,,,,2026-09-08 06:12:14
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",08-09-2026 11:00:00,30.7057778,76.8531805555555,SO2,10.0,13.0,11.0,2026-09-08 06:12:14
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",08-09-2026 11:00:00,30.7057778,76.8531805555555,CO,19.0,19.0,19.0,2026-09-08 06:12:14
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",08-09-2026 11:00:00,29.5364,75.0158,PM10,63.0,175.0,110.0,2026-09-08 06:12:14
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",08-09-2026 11:00:00,29.5364,75.0158,NH3,12.0,17.0,14.0,2026-09-08 06:12:14
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",08-09-2026 11:00:00,29.0272,77.0621,OZONE,49.0,51.0,50.0,2026-09-08 06:12:14
India,Haryana,Yamuna Nagar,"Gobind Pura, Yamuna Nagar - HSPCB",08-09-2026 11:00:00,30.1480566,77.2893471,PM10,66.0,130.0,99.0,2026-09-08 06:12:14
India,Jammu and Kashmir,Pampore,"Khrew, Pampore - JKPCC",08-09-2026 11:00:00,34.031606,75.009712,NO2,1.0,2.0,1.0,2026-09-08 06:12:14
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",08-09-2026 11:00:00,34.066206,74.81982,NO2,19.0,20.0,19.0,2026-09-08 06:12:14
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",08-09-2026 11:00:00,34.066206,74.81982,NH3,9.0,9.0,9.0,2026-09-08 06:12:14
India,Jammu and Kashmir,Srinagar,"Rajbagh, Srinagar - JKPCC",08-09-2026 11:00:00,34.066206,74.81982,CO,11.0,17.0,13.0,2026-09-08 06:12:14
India,Jammu and Kashmir,Srinagar,"Khunmoh, Srinagar - JKPCC",08-09-2026 11:00:00,34.06313,74.96017,CO,,,,2026-09-08 06:12:14
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",08-09-2026 11:00:00,28.699793,77.165453,PM10,85.0,500.0,194.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Wazirpur, Delhi - DPCC",08-09-2026 11:00:00,28.699793,77.165453,OZONE,6.0,8.0,7.0,2026-09-08 06:12:14
India,Delhi,Delhi,"NSUT Jaffarpur, Delhi - DPCC",08-09-2026 11:00:00,28.594004,76.909423,NO2,4.0,39.0,15.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",08-09-2026 11:00:00,28.674045,77.131023,SO2,18.0,56.0,42.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Ashok Vihar, Delhi - DPCC",08-09-2026 11:00:00,28.695381,77.181665,NH3,4.0,8.0,5.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-09-2026 11:00:00,28.647622,77.315809,PM10,,,,2026-09-08 06:12:14
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",08-09-2026 11:00:00,28.647622,77.315809,NH3,3.0,16.0,8.0,2026-09-08 06:12:14
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",08-09-2026 11:00:00,28.6514781,77.1473105,OZONE,9.0,11.0,9.0,2026-09-08 06:12:14
India,Karnataka,Mysuru,"Hebbal 1st Stage, Mysuru - KSPCB",08-09-2026 11:00:00,12.21041,76.37376,OZONE,6.0,31.0,12.0,2026-09-08 06:12:14
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",08-09-2026 11:00:00,12.733409,77.298051,NO2,,,,2026-09-08 06:12:14
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",08-09-2026 11:00:00,12.733409,77.298051,CO,17.0,41.0,32.0,2026-09-08 06:12:14
India,Karnataka,Ramanagara,"Vijay Nagar, Ramanagara - KSPCB",08-09-2026 11:00:00,12.733409,77.298051,OZONE,14.0,24.0,17.0,2026-09-08 06:12:14
India,Karnataka,Vijayapura,"Ibrahimpur, Vijayapura - KSPCB",08-09-2026 11:00:00,16.802639,75.722694,OZONE,16.0,17.0,16.0,2026-09-08 06:12:14
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-09-2026 11:00:00,16.7602,77.1428,PM2.5,8.0,18.0,13.0,2026-09-08 06:12:14
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-09-2026 11:00:00,16.7602,77.1428,NO2,0.0,3.0,2.0,2026-09-08 06:12:14
India,Karnataka,Yadgir,"Collector Office, Yadgir - KSPCB",08-09-2026 11:00:00,16.7602,77.1428,OZONE,20.0,32.0,28.0,2026-09-08 06:12:14
India,Kerala,Thiruvananthapuram,"Plammoodu, Thiruvananthapuram - Kerala PCB",08-09-2026 11:00:00,8.5149093,76.9435879,PM10,28.0,60.0,41.0,2026-09-08 06:12:14
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-09-2026 11:00:00,8.5637,76.8865,PM2.5,40.0,54.0,48.0,2026-09-08 06:12:14
India,Kerala,Thiruvananthapuram,"Kariavattom, Thiruvananthapuram - Kerala PCB",08-09-2026 11:00:00,8.5637,76.8865,CO,21.0,24.0,22.0,2026-09-08 06:12:14
India,Kerala,Thrissur,"Corporation Ground, Thrissur - Kerala PCB",08-09-2026 11:00:00,10.5324,76.2159,PM2.5,45.0,53.0,49.0,2026-09-08 06:12:14
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-09-2026 11:00:00,23.264759,77.381568,NO2,8.0,27.0,15.0,2026-09-08 06:12:14
India,Madhya Pradesh,Bhopal,"Idgah Hills, Bhopal - MPPCB",08-09-2026 11:00:00,23.264759,77.381568,OZONE,21.0,28.0,25.0,2026-09-08 06:12:14
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-09-2026 11:00:00,23.233584,77.400574,PM2.5,32.0,57.0,47.0,2026-09-08 06:12:14
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-09-2026 11:00:00,23.233584,77.400574,NH3,6.0,6.0,6.0,2026-09-08 06:12:14
India,Madhya Pradesh,Bhopal,"T T Nagar, Bhopal - MPPCB",08-09-2026 11:00:00,23.233584,77.400574,SO2,20.0,24.0,22.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",08-09-2026 11:00:00,19.215859,72.831718,NH3,5.0,5.0,5.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Kandivali West, Mumbai - BMC",08-09-2026 11:00:00,19.215859,72.831718,CO,5.0,11.0,7.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",08-09-2026 11:00:00,19.000084,72.85673,PM10,33.0,90.0,44.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",08-09-2026 11:00:00,19.000084,72.85673,CO,17.0,29.0,23.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Sewri, Mumbai - BMC",08-09-2026 11:00:00,19.000084,72.85673,OZONE,5.0,14.0,8.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",08-09-2026 11:00:00,19.19709,72.82204,PM2.5,3.0,23.0,10.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",08-09-2026 11:00:00,19.19709,72.82204,NH3,1.0,2.0,2.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",08-09-2026 11:00:00,19.19709,72.82204,SO2,0.0,7.0,3.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",08-09-2026 11:00:00,19.19709,72.82204,CO,22.0,27.0,24.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Malad West, Mumbai - IITM",08-09-2026 11:00:00,19.19709,72.82204,OZONE,6.0,9.0,7.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",08-09-2026 11:00:00,19.23241,72.86895,PM2.5,29.0,47.0,37.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",08-09-2026 11:00:00,19.23241,72.86895,NH3,3.0,4.0,3.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Borivali East, Mumbai - IITM",08-09-2026 11:00:00,19.23241,72.86895,CO,,,,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",08-09-2026 11:00:00,18.96702,72.84214,PM10,28.0,57.0,43.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Mazgaon, Mumbai - IITM",08-09-2026 11:00:00,18.96702,72.84214,SO2,5.0,9.0,7.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",08-09-2026 11:00:00,19.11074,72.86084,SO2,1.0,6.0,4.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Chakala-Andheri East, Mumbai - IITM",08-09-2026 11:00:00,19.11074,72.86084,OZONE,4.0,8.0,6.0,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Bandra Kurla Complex, Mumbai - IITM",08-09-2026 11:00:00,19.053536,72.84643,SO2,,,,2026-09-08 06:12:14
India,Maharashtra,Mumbai,"Kurla, Mumbai - MPCB",08-09-2026 11:00:00,19.0863,72.8888,PM10,,,,2026-09-08 06:12:14
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",08-09-2026 11:00:00,19.0243902,73.0406721,PM2.5,27.0,46.0,35.0,2026-09-08 06:12:14
India,Maharashtra,Belapur,"CBD Belapur, Belapur - MPCB",08-09-2026 11:00:00,19.0243902,73.0406721,SO2,5.0,8.0,6.0,2026-09-08 06:12:14
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",08-09-2026 11:00:00,19.309073,73.057223,NH3,4.0,23.0,10.0,2026-09-08 06:12:14
India,Maharashtra,Bhiwandi,"Gokul Nagar, Bhiwandi - MPCB",08-09-2026 11:00:00,19.309073,73.057223,SO2,0.0,4.0,3.0,2026-09-08 06:12:14
India,Maharashtra,Chandrapur,"MIDC Khutala, Chandrapur - MPCB",08-09-2026 11:00:00,19.9775302,79.2337086,CO,37.0,41.0,39.0,2026-09-08 06:12:14
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",08-09-2026 11:00:00,19.9629,79.298714,PM10,62.0,268.0,110.0,2026-09-08 06:12:14
India,Maharashtra,Chandrapur,"Chauhan Colony, Chandrapur - MPCB",08-09-2026 11:00:00,19.9629,79.298714,OZONE,3.0,12.0,9.0,2026-09-08 06:12:14
India,Maharashtra,Dombivli,"Kalu Nagar, Dombivli - MPCB",08-09-2026 11:00:00,19.2268427,73.0788456,NH3,1.0,2.0,2.0,2026-09-08 06:12:14
India,Maharashtra,Hingoli,"Ashta Vinayak Nagar, Hingoli - MPCB",08-09-2026 11:00:00,19.710842,77.151824,NH3,1.0,4.0,2.0,2026-09-08 06:12:14
India,Maharashtra,Jalgaon,"Prabhat Colony, Jalgaon - MPCB",08-09-2026 11:00:00,21.001264,75.565602,NO2,1.0,4.0,2.0,2026-09-08 06:12:14
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",08-09-2026 11:00:00,19.25292,73.142019,PM10,14.0,111.0,57.0,2026-09-08 06:12:14
India,Maharashtra,Kalyan,"Khadakpada, Kalyan - MPCB",08-09-2026 11:00:00,19.25292,73.142019,NO2,37.0,37.0,37.0,2026-09-08 06:12:14
India,Maharashtra,Kolhapur,"Sinchan Bhavan, Kolhapur - MPCB",08-09-2026 11:00:00,16.7143745,74.2426398,PM2.5,5.0,17.0,9.0,2026-09-08 06:12:14
India,Maharashtra,Kolhapur,"Shivaji University, Kolhapur - MPCB",08-09-2026 11:00:00,16.6870449,74.2505872,NO2,3.0,17.0,10.0,2026-09-08 06:12:14
India,Madhya Pradesh,Ujjain,"Mahashweta Nagar, Ujjain - MPPCB",08-09-2026 11:00:00,23.1633321,75.800225,CO,25.0,28.0,27.0,2026-09-08 06:12:14
